year,hrs2
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1972,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,55
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,55
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,15
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,56
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,50
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,10
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
1973,35
1973,.i
1973,.i
1973,.i
1973,40
1973,.i
1973,.i
1973,.i
1973,.i
1973,.i
